OID|INV_TYPE|DESCRIPTION|COST|BOOK_VALUE|CASH_PAID|RPT_ID
109408||Dividend Reinvestment Vanguard|10012|10012|10012|450925
109410||Purchase of Colored Printer|500|500|500|450925
106667||Parking lot  improvements |5675|5675|5675|448582
97738||OFFICE EQUIPMENT|11563|11563|11563|430975
98103||AUTOMOBILES|16985|16985|16985|432564
98104||LEASEHOLD IMPROVEMENTS|4900|4900|4900|432564
101348||OFFICE EQUIPMENT|2750|2200|2750|436600
101349||AUTOMOBILE|25039|22539|25039|436600
106108||INHERITED FURN. & EQUIP. FROM MERGER - LOCAL 95|8510|3987|0|447895
106111||RCA VISYS PHONES - 2|285|285|285|447895
106110||INHERITED LSHLD. IMPRV. FROM MERGER - LOCAL 95|3301|2366|0|447895
106109||INHERITED FURN. & EQUIP. FROM MERGER - LOCAL 256|13285|338|0|447895
103454||EQUIPMENT|19761|19761|19761|440542
100229||Ameriprise 06/15/39|23279|23279|23279|435918
100232||2009 Pontiac G6|28428|19872|28428|435918
100231||2009 Pontiac G6|28428|19872|28428|435918
100230||Dominion Res 06/15/64|54984|54984|54984|435918
97576||OFFICE EQUIPMENT|1202|1202|1202|430742
107577||COMPUTER EQUIPMENT|3008|3008|3008|449224
108813||Retail Employees Credit Union CD, MMs and Savings|48441|48441|48441|450353
104646||Furniture & Equipment|40|40|40|445303
103220||Membership Software|1295|1295|1295|440227
102585||US Government and Government Agencies|28864267|28864267|28864267|439247
102591||Automobiles|995140|995140|995140|439247
102590||Software|47924|47924|47924|439247
102589||Computer Equipment|204731|204731|204731|439247
102588||Office Furniture and Equipment|217305|217305|217305|439247
102587||Mutual Funds|504459|504459|504459|439247
102586||Corporate Bonds|5064833|5064833|5064833|439247
105499||1015,1017,1019 Oregon|191000|250000|16614|446840
103681||None|0|0|0|442089
106562||Computers|5942|5942|5942|448506
106569||Windstream Corp Stock|1876|1876|1876|448506
106568||Nextera Stock|4996|4996|4996|448506
106567||FPL Group Inc. Stock|4996|4996|4996|448506
106566||Alliant Energy Corporation Stock|148|148|148|448506
106565||2010 Chevy Impala|23013|23013|23013|448506
106564||Projector|947|947|947|448506
106563||Speaker Phones|578|578|578|448506
125067||COMPUTER EQUIPMENT|1438|1438|1438|490334
99552||US Treasuries|2197439|2197439|2197439|435443
99555||Building Improvements|171617|171617|171617|435443
99554||Furniture & Fixtures|139241|139241|139241|435443
99553||Marketable Securities|2843958|2843958|2843958|435443
109585||2010 Chevy Aveo|13782|13782|439|451034
109586||2010 Dodge Caravan|24180|24180|439|451034
98112||Merrill Lynch - Banco Bilbao Vizcaya CD|32000|32000|32000|432765
98115||Merrill Lynch - First Bank CD|40000|40000|40000|432765
98114||Merrill Lynch - Firstbank Puerto Rico|33000|33000|33000|432765
98113||Merrill Lynch - Bank of America CD|33000|33000|33000|432765
111005||Computers and assesories|3259|3259|3259|452304
111006||Floors|1550|1550|1550|452304
108279||Heating and Air Conditioning Units Second Floor|10430|10430|10430|450006
110878||COMPUTER SERVER|1239|1239|1239|452248
112093||OFFICE EQUIPMENT|||1253|461788
111788||COMPUTER HARDWARE|6020|5222|6020|460299
111791||RBC DAIN RAUCHER (NET)|20989|20989|20989|460299
111790||2011 FORD FUSION|25155|23059|13500|460299
111789||2011 FORD FUSION|25026|22940|13500|460299
107561||Computers |3359|3359|3359|449211
103796||American Funds|146124|146124|146124|442867
103798||Pimco|10815|10815|10815|442867
103797||Lord Abbett Funds|55573|55573|55573|442867
104030||Office, computer, and fixtures|20211|18190|20211|443831
104031||Security Deposit on Office|10000|10000|10000|443831
105628||Computer equipment|796|568|796|447012
109120||5 computers and accessories|3655|3655|3655|450694
104855||Air Conditioner|3316|3316|3316|445534
104857||Furnace|2800|2800|2800|445534
104856||Roof|4200|4200|4200|445534
108082||mutual funds|942624|942624|942624|449801
104034||Office furniture and equipment|6506|6506|6506|443976
111398||ELECTRONICS|695|695|695|455805
111400||HOT WATER TANK|450|450|450|455805
111399||FURNITURE|211|211|211|455805
107778||Leasehold Improvements|7435|7435|7434|449356
111446||Dividend Reinvestment Franklin Funds|20000|20000|20000|456964
105798||CABINET|935||935|447465
105799||TOSHIBA COPIER|8217||8217|447465
109774||OFFICE FURNITURE-DESKS/CHAIRS/TABLES|3484|3484|3483|451127
107936||Deposit of new computers|17606|0|17606|449563
97606||Computers|6275|6275|6275|430847
100414||KITCHEN CABINET|1500|1500|1500|436088
100421||BAR STOOLS|460|460|460|436088
100420||SECURITY CAMERA|1447|1447|1447|436088
100419||BAR SINK IMPROVEMENTS|795|795|795|436088
100418||PARKING LOT FENCE|2050|2050|2050|436088
100417||PARKING LOT|4000|4000|4000|436088
100416||KITCHEN SINK|2000|2000|2000|436088
100415||LIGHT DESIGN IMPROVEMENT|1560|1560|1560|436088
111921||COMPUTERS|700|560|700|461299
107829||SINGLE TABBER|7921|7921|7921|449428
109003||Computer Equipment|4297|4297|4297|450571
125594||Computer|1350|1350|1350|492183
110998||Laptop and case|705|705|705|452295
105969||BUILDING IMPROVEMENTS|335644|335644|335644|447798
105971||4 CHAIRS|1156|1156|1156|447798
105970||COMPUTER|535|535|535|447798
110748||Automobiles|49444|38384|49444|452127
110750||Morgan Stanley - Scholarship Fund|||130998|452127
110749||US Securities|||56640|452127
106162||BUILDING IMPROVEMENTS|16096|16096|16096|447980
103819||Desk for the OWCP office|427|342|427|443056
103823||camera|227|181|227|443056
103822||Refurbish of President's Computer #2|327|262|327|443056
103821||Refurbish of  President's Computer #1|150|120|150|443056
103820||2 printers|397|314|397|443056
110432||Copy Machine|10270|10270|10270|451966
104778||TABLES|935|935|935|445432
106753||Investment in U, Inc.|19083|19083|19083|448621
107283||FURNITURE & FIXTURES|10170|10170|10170|449009
109201||vending machine|800|800|800|450753
109205||ROUTER FOR TELEPHONE/COMPUTER|106|106|106|450753
109204||computer repair part|60|60|60|450753
109203||color laser printer|90|90|90|450753
109202||vacum cleaner|317|317|317|450753
105545||Computer and office equipment|23925||23925|446858
106810||VACUUM|419|419|419|448657
106807||COPIER|8511|8511|8511|448657
106809||COMPUTER|853|853|853|448657
106808||COMPUTER|946|946|946|448657
106811||OTHER MISC OFFICE EQUIPMENT|91|91|91|448657
107539||Monitor|565|565|565|449195
124033||N/A|0|0|0|489459
106593||Micro Center|2020|808|2020|448523
106594||Onsite Consulting PC Install|804|643|804|448523
105164||COPIER|8147|7332|8147|446453
108422||COMPUTER|1561|1274|1561|450061
108425||COMPUTER|1847|1785|1847|450061
108424||OFFICE EQUIPMENT|867|816|867|450061
108423||COMPUTER|941|847|941|450061
112084||Morgan Stanley U.S. Securities Trust A|481|481|481|461759
112085||Morgan Stanley Pioneer Strategic Income B|1110|1110|1110|461759
109238||BUILDING IMPROVEMENTS: 1860 RADIO RD.  DAYTON, OH |13493|13493|13493|450783
102998||Computer|949||949|439941
108000||Building Improvements|149726|149726|149726|449672
111001||ADDITION TO NEW BUILDING--CHICAGO|528007|528007|528007|452297
111002||PURCHASE OF COMPUTERS|2737|2737|2737|452297
111187||Copier|10115||10115|452552
99537||OFFICE EQUIPMENT|1102|1102|1102|435436
99899||OFFICE EQUPMENT|4667|4667|4667|435806
101133||PURCHASE 2 LAPTOPS|1625|1625|1625|436441
102020||PROJECTOR & SCREEN|501|501|501|437745
102025||FHLMC TERM NOTE DUE 3/15/30|14005|14005|14005|437745
102024||4 DRAWER FIREPROOF CABINET|1304|1304|1304|437745
102023||COSTCO SHELVES|381|381|381|437745
102022||LAPTOP DOCKING STATION|168|168|168|437745
102021||SCANNER - STEWARDS|860|860|860|437745
100008||COMPUTER|1430|1287|1430|435841
100011||COMPUTER|1680|1512|1680|435841
100010||LCD MONITOR|942|848|942|435841
100009||2 PRINTERS|530|477|530|435841
101183||LAPTOP FOR SECRETARY|500|500|500|436458
101184||LAPTOP FOR STATE STEWARD|750|750|750|436458
100426||2 LAPTOPS, 1 PRINTER|2506|2506|2506|436093
99198||File Cabinet|186|0|186|435364
99199||Office Equipment|996|0|996|435364
100068||WIRELESS HEADSET|231|185|231|435883
100071||SCANNER|950|760|950|435883
100070||REMARK OFFICE OMR PROGRAM|1010|808|1010|435883
100069||PORTABLE PRINTER|240|192|240|435883
101538||Secretary Computer-Acer|1100|1100|1100|436851
101539||Secretary Laptop-Acer|640|640|640|436851
107867||OFFICE FURNITURE AND EQUIPMENT|850|850|850|449477
107868||COMPUTER|2633|2633|2633|449477
108185||PURCHASE COMPUTER EQUIPMENT|1352|1352|1352|449936
102103||INVESTMENTS|1638985|1638985|1638985|438007
102104||OFFICE EQUIPMENT|4240|4240|4240|438007
108701||PURCHASE OF LEASEHOLD IMPROVEMENTS|27903|27903|27903|450242
108703||PURCHASE OF VARIOUS COMMON STOCKS #3640|126053|126053|126053|450242
108702||PURCHASE OF VARIOUS MUTUAL FUNDS #3659|193377|193377|193377|450242
104096||Equipment|1619|1619|1619|444319
109836||COPIER|9955|9955|9955|451230
109838||TWO LAP TOP COMPUTERS|1069|1069|1069|451230
109837||SAFE|632|632|632|451230
106170||Computer|673|673|673|448008
106173||Carpet |743|743|743|448008
106172||Building Improvements|16180|16180|16180|448008
106171||Door Locks |230|230|230|448008
99911||DELL INSPIRON LAPTOP COMPUTER|513|513|513|435811
99913||HP NC6120 NOTEBOOK COMPUTER|398|398|398|435811
99912||HP DJ 6310 PRINTER|149|149|149|435811
107488||NONE|0|0|0|449187
115433||Office Furniture |4947|4700|4947|467661
105734||DELL LAPTOP COMPUTER, PRINTER, MOUSE|781|781|781|447255
105736||CHARCOAL GRILL|41|41|41|447255
105735||SHOP VAC|118|118|118|447255
106321||Increased prepaid rent|1974|1974|1974|448240
104522||OFFICE EQUIPMENT|1684|1684|1684|445071
111219||Computer equipment|1246|1101|1246|452824
105775||COMPUTERS|6561||6561|447400
105776||SOFTWARE|2818||2818|447400
104620||Computer Equipment|1869|1869|1869|445271
104621||Computer Equipment|1592|1592|1592|445271
108170||MuniVest (Various Certificates of Deposits)|757888|0|757888|449916
107476||Equipment|4099|4099|4099|449181
107478||Building Improvements|10856|10856|10856|449181
107477||Office Furniture|200|200|200|449181
110820||Computers|1797|1797|1797|452203
110821||Office equipment|930|930|930|452203
111589||COMPUTERS|4421|4421|4421|458546
103219||COMPUTERS|4484|4484|4484|440207
103735||Computer|1516|1365|1516|442551
103736||1251 N. Tustin Ave., Anaheim, CA 92807|416812|416812|416812|442551
104780||BUILDING IMPROVEMENTS - 9045 S WESTERN AVENUE|14232|14232|14232|445434
104781||OFFICE FURNITURE AND EQUIPMENT|7256|7256|7256|445434
108030||Furniture and fixtures|1816|1816|1816|449721
108031||Improvements|5989|5989|5989|449721
109728||Roof Repair|16200|16200|16200|451117
115510||COMPUTER|970|970|970|468215
115513||PEXCARD DEPOSIT|280|280|280|468215
115512||CARPET|1022|1022|1022|468215
115511||TRAVEL CASE|186|186|186|468215
107001||KONICA COPIER|1612||1612|448847
107004||SHREDDER|86||86|448847
107003||COMPUTER MONITORS|558||558|448847
107002||SCANNER|1081||1081|448847
111024||Computer|1456|1310|1456|452308
111504||Laptop (x6)|9873|9873|9873|457598
111508||Managed Corporate Bonds|250569|250569|250569|457598
111507||REIT|300000|300000|300000|457598
111506||Mutual Funds|100258|100258|100258|457598
111505||iPhone (x2)|605|605|605|457598
102619||Investment in Housing Project|173301|173301|173301|439324
102621||Dell Computers|22413|22413|22413|439324
102620||Building Improvements Atlanta|358526|358526|358526|439324
110059||MUTUAL FUNDS|7510479|7510479|7510479|451443
110061||BUILDING IMPROVEMENTS|1176303|1176303|1280170|451443
110060||FURNITURE & EQUIPMENT|858843|858843|746645|451443
103288||Furniture and Fixtures|45856|45855|45855|440326
103296||NTEU Bonds|30973|30973|30973|440326
103295||NTEU TREASURY|772212|772212|772212|440326
103294||NTEU Mutual Funds|28836|28836|28836|440326
103293||NTEU Equities|1942554|1942554|1942554|440326
103292||NTEU Trust Mutual Funds|269988|269988|269988|440326
103291||NTEU Trust Equities|118886|118866|118866|440326
103290||Lease Hold Improvments|2681|2681|2681|440326
103289||Computer Equipment|132920|132920|132920|440326
111850||EQUIPMENT|14550|14550|14550|460973
106423||COMPUTERS AND EQUIPMENT|2664|2664|2664|448338
115790||Shelf|110|110|110|469346
115794||Monitor|271|271|271|469346
115793||Computer|752|752|752|469346
115792||Power Supply|107|107|107|469346
115791||Computer Case|107|107|107|469346
105459||COMPUTERS AND PRINTERS|13656|13656|13656|446815
104599||Asus Laptop|680|657|680|445232
104598||Canon IP100|210|203|210|445232
109577||COMPUTER EQUIPMENT|1157|1041|1157|451022
111198||Office Supplies|29923|0|29923|452570
101753||OFFICE CHAIR|108|108|108|436993
101755||OFFICE DESK|280|280|280|436993
101754||8 OFFICE CHAIRS|798|798|798|436993
109499||Flat Screen PC Monitor|240|228|240|450996
109505||Brother HL-3070CW|350|332|350|450996
109504||Toshiba Laptop Computer|771|732|771|450996
109503||Cannin IP100 Printer|250|237|250|450996
109502||UPS Back Up|200|190|200|450996
109501||Executive Desk Chair|120|117|120|450996
109500||Executive Desk Chair|136|127|136|450996
106988||Office Equipment|983|983|983|448841
103872||DELL LAPTOP|829|829|829|443137
103876||PRUDENTIAL MONEY MARKET|12000|12000|12000|443137
103875||VARIOUS STOCKS|5109|5109|5109|443137
103874||DELL LAPTOP|738|738|738|443137
103873||COMPUTER, MONITOR, AND PRINTER|843|843|843|443137
105351||Paper Shredder|180|72|180|446639
97607||DELL DESKTOPS|3079|3079|3079|430849
97612||EXTERNAL HARD DRIVES|500|500|500|430849
97611||ROPHO BIZ HUB FAX MACHINE|4416|4416|4416|430849
97610||HSBC RETAIL LAPTOP|813|813|813|430849
97609||KONICA BIZ HUB 550|10686|10686|10686|430849
97608||DELL LAPTOP|1937|1937|1937|430849
107555||OFFICE EQUIPMENT|5103|5103|5103|449207
107556||CERTIFICATE OF DEPOSIT|4550|4550|4550|449207
111251||computer system|2060|2060|2060|452984
111252||5 ton heat & air system|5000|5000|5000|452984
110222||Office equipment|1899|1634|1899|451713
112137||none|0|0|0|463304
101659||COMPUTER EQUIPMENT|5710|5710|5710|436962
115532||N/A|0|0|0|468586
110906||2  4' x 6' uaw outdoor flags|340|0|340|452258
167977||Furniture, Treasurer's office|705|705|705|592158
167981||2 voice recordes, 1 laptop (B Judd)|2112|2112|2112|592158
167980||Mac Laptop Computer (Casa Grande)|2194|2194|2194|592158
167979||Laptop computer (C Judd)|750|750|750|592158
167978||Scanner|700|700|700|592158
100870||APPLE COMPUTER|1094|1094|1094|436294
111846||none|0|0|0|460940
108895||United States Nat Gas Fund LP|39680|39680|39680|450459
110429||TELEPHONE SYSTEM|2250|2250|2250|451960
105497||Computers|1447|1447|1447|446838
105498||Equipment|741|741|741|446838
101922||2008 GMC ACADIA|35526|31381|35526|437412
112172||Building Improvements|776|776|776|463486
106186||CERTIFICATES OF DEPOSIT|29740|29740|29740|448016
106189||DELL COMPUTERS (4)|2096|1676|2096|448016
106188||COMPUTER SERVER|8759|7007|8759|448016
106187||CONCRETE PORCH - 6509 MONTGOMERY RD - HEADQUARTERS|3130|3130|3130|448016
101806||Building improvements - back wall and siding.|28340|28340|28340|437167
101807||Pro-Blend Extended Term Ser. - Reinvested dividend|409|409|409|437167
104359||Furniture & Equipment|4988||4988|444567
110439||RAYMOND JAMES MUTUAL FUNDS|11865|11865|11865|452001
103024||LONGLEAF PARTNER|5000|5000|5000|439970
103042||DELL VOSTRO 230 MINITOWER|846|846|846|439970
103023||THORNBURG VALUE CL I|103|103|103|439970
103022||OAKMARK FUND|120|120|120|439970
103021||FAIRHOLME|27254|27254|27254|439970
103020||PIMCO TOTAL RETURN |145744|145744|145744|439970
103019||LOOMIS SAYLES|51666|51666|51666|439970
103018||MET WEST TOTAL RETURN I|37041|37041|37041|439970
103017||PIMCO LOW DURATION PORTFOLIO|167267|167267|167267|439970
103016||METROPOLITAN WEST LOW DURATION BOND CL I|25974|25974|25974|439970
103015||SCHWAB PREMIER ADVISOR CASH|557194|557194|557194|439970
103046||LATERAL FILING CABINET, 42" WIDE|821|821|821|439970
103045||8 FT TALL X 6 FT WIDE FULL COLOR BANNER |763|763|763|439970
103044||DELL VOSTRO 22 SLIM TOWER|924|924|924|439970
103043||DELL OPTIPLEX 780 MINITOWER|1394|1394|1394|439970
103041||DELL OPTIPLEX 380|816|816|816|439970
103040||8 DELL INSPIRON 580|7030|7030|7030|439970
103039||DELL VOSTRO 220 SLIM TOWER|759|759|759|439970
103038||OPTI 360 MINITOWER|368|368|368|439970
103037||DELL INSPIRON 15|680|680|680|439970
103036||DELL INSPIRON 545 MT|635|635|635|439970
103035||EII GLOBAL PROPERTY INST|1301|1301|1301|439970
103034||PIMCO LOW DURATION FUND|9903|9903|9903|439970
103033||ASTON VEREDUS SELECT GROWTH|34667|34667|34667|439970
103032||THIRD AVENUE REAL ESTATE|2091|2091|2091|439970
103031||OAKMARK INTERNATIONAL SMALL CAP|2241|2241|2241|439970
103030||OAKMARK INTERNATIONAL I|1078|1078|1078|439970
103029||OAKMARK INTERNATIONAL FUND|7095|7095|7095|439970
103028||COLUMBIA ACORN INTERNATIONAL|2841|2841|2841|439970
103027||ARTISAN INTERNATIONAL|36270|36270|36270|439970
103026||TURNER SMALL CAP|12000|12000|12000|439970
103025||THIRD AVENUE VALUE|5489|5489|5489|439970
105572||Desktop PC|281|281|281|446970
100249||INVESTMENTS|31915|31915|31915|435931
100251||AUTOMOBILES|17616|17616|17616|435931
100250||OFFICE EQUIPMENT|6865|6865|6865|435931
101267||Computers|2318|2318|2318|436480
101268||Office Equipment|795|795|795|436480
103579||PRINTER FAX|173|173|173|441491
103580||SHREDDER|270|270|270|441491
108148||Corporate Bonds|1100372|1100372|1100372|449892
108152||Buildings/Improvements|124976|124976|124976|449892
108151||Other Fixed Assets|19450|19450|19450|449892
108150||Office Furniture and Equipment|47724|47724|47724|449892
108149||Certificates of Deposit|100000|100000|100000|449892
106632||NEW LAPTOP & COMPUTER & SOFTWARE|1472|1472|1472|448549
99022||INVESTMENT PORTFOLIO AT SEI|24092|24092|24092|433956
108541||Office Furniture and Equipment|1300|1300|1300|450156
98456||Computers|2846|2846|2846|433394
110755||COMPUTER SOFTWARE|53|53|53|452138
106637||OFFICE EQUIPMENT|15706|15706|15706|448553
106633||SECURITY SYSTEM|773|773|773|448553
106636||REFRIGERATORS|1056|1056|1056|448553
106635||HEAT PUMP|5050|5050|5050|448553
106634||COMPUTER EQUIPMENT|9650|9650|9650|448553
100839||MAINSTAY FUNDS|5754|5754|5754|436290
100843||COMPUTER EQUIPMENT|562|562|562|436290
100842||NUVEEN LARGE-CAP VALUE R-SHARES|553|553|553|436290
100841||DELAWARE FIXED INCOME POOLED TRUST|208556|208556|208556|436290
100840||MIREF I|13531|13531|13531|436290
111101||COMPUTER EQUIPMENT|2914|2914|2914|452335
110263||WACHOVIA MUTUAL FUNDS|4769|4769|4769|451744
111961||Computer|605|605|605|461411
110179||Computer equipment|19277|19277|19277|451672
110176||Office condo mortgage payments to Modern Bank|371817|371817|371817|451672
110178||Office condo construction and improvements|45676|45676|45676|451672
110177||Office furniture, equipment and fixtures|30468|30468|30468|451672
110180||Audio visual equipment|75639|75639|75639|451672
106192||Dell Computers|2483|2483|2483|448022
106193||Investments|72024|72024|72024|448022
108511||Computers|2123|2123|2123|450114
108512||Computer - Secretary|1732|1732|1732|450114
103132||OFFICE COMPUTER|924|924|924|440075
103137||NORTHSTAR BANK CD|99146|99146|99146|440075
103136||NORTHSTAR BANK CD|62379|62379|62379|440075
103135||NET EARNINGS REINVESTED|10931|10931|10931|440075
103134||COMPUTER SERVER|4759|4759|4759|440075
103133||OFFICE COMPUTER|1118|1118|1118|440075
112558||computer|977|977|977|464981
112559||computer|1017|1017|1017|464981
109711||Dell Computer|1582|1582|1582|451104
109712||Notebook Computer|1061|1061|1061|451104
111323||Computer Laptop & Docking Station|1857|1857|1857|454788
111326||Automobiles|6000|6000|6000|454788
111325||Network Server|8349|8349|8349|454788
111324||Furniture & Fixtures|834|834|834|454788
97822||COMPUTER EQUIPMENT|2406|2406|2406|431018
97824||PROPERTY IMPROVEMENTS|269713|269713|269713|431018
97823||OFFICE EQUIPMENT|8374|8374|8374|431018
100609||Computer Equipment|1471|1471|1471|436230
100613||Corporate Obligations|87832|87832|87832|436230
100612||US Treasury Securities|1600554|1600554|1600554|436230
100611||Computer Software|10441|10441|10441|436230
100610||Office Furniture|3070|3070|3070|436230
108727||OFFICE EQUIPMENT|1663|1663|1663|450252
108728||OFFICE FURNITURE|1479|1479|1479|450252
110768||Lights For Canopy|865|865|865|452165
110767||Canopy For Walkways From PV Bld To JW Bld|15119|15119|15119|452165
110773||Electric Range JW Bld|996|996|996|452165
110772||Refridgerator & Warrenty JW Bld|1467|1467|1467|452165
110771||Airconditioner JW Bld|595|595|595|452165
110770||Install & Repair Exterior Bld Lights|1985|1985|1985|452165
110769||Pave Walkways From PV Bld To JW Bld|1113|1113|1113|452165
116141||OFFICE FURNITURE AND EQUIPMENT|9945|9945|9945|470108
116142||BUILDING IMPROVEMENT|59348|59348|59348|470108
109721||COMPUTER|1135|1135|1135|451114
111206||Automobiles|175812|175812|175812|452822
111208||Furniture & equipment|28481|28481|28481|452822
111207||Building improvements|231562|231562|231562|452822
99210||Franklin U.S. Government Securities Fund Class A|121995|124361|121995|435387
99215||Templeton Global Bond Fund Class A|366696|371357|366696|435387
99214||Mutual Global Discovery Class A|119998|116286|119998|435387
99213||Franklin High-Yield Tax-Free Income Fund Class A|183758|186300|183758|435387
99212||Franklin High Income Fund Class A|185458|183542|185458|435387
99211||Franklin Federal Tax Free Income Fund Class A|244380|246033|244380|435387
111868||COMPUTER |795|636|795|461269
111869||CAMERA|180|154|180|461269
102345||TELEPHONE SYSTEM|8698|7087|8698|439037
106983||COPIER|7232||7232|448837
109726||Hot Water Heater|908|888|908|451116
109727||Ice Machine|1083|0|1083|451116
146046||Computer Equipment|5124|5124|5124|536852
146047||Roof Repair|2400|2400|2400|536852
104071||EZ-UP SHELTER|110|110|110|444141
104078||16  8 FOOT PLASTIC TABLES|1600|1600|1600|444141
104077||ROASTER|27|27|27|444141
104076||SECURE ROUTER|65|65|65|444141
104075||8 60 INCH ROUND TABLES|799|799|799|444141
104074||FLOPPY DRIVE|45|45|45|444141
104073||BROTHER PRINTER|70|70|70|444141
104072||E MACHINES COMPUTER|300|300|300|444141
120419||OFFICE FURNITURE AND EQUIPMENT|23749|23749|23749|480193
112428||Printer|751|751|751|464147
110920||Computer, Equipment, and Software|37081|37081|37081|452261
109675||U, Inc. Union Building, See Question 16|24151|24151|24151|451096
98959||MORGAN STANLEY SMITH BARNEY MARKETABLE SECURITIES|202052|202052|202052|433916
109309||Furniture and fixtures|6605|6605|6605|450819
109310||Leashold improvements|2500|2500|2500|450819
